School Name,Suburb,State,Postcode,Type,Sector,ACARA ID
Mount Ommaney Special School,Mount Ommaney,QLD,4074,Special,Gov,47620
Mount Ousley Public School,Fairy Meadow,NSW,2519,Primary,Gov,42859
Mount Perry State School,Mount Perry,QLD,4671,Primary,Gov,46458
Mount Pleasant Primary School,Mount Pleasant,WA,6153,Primary,Gov,48462
Mount Pleasant Primary School,Mount Pleasant,SA,5235,Primary,Gov,49248
Mount Pleasant Primary School,Ballarat,VIC,3350,Primary,Gov,44282
Mount Pleasant Public School,Singleton,NSW,2330,Primary,Gov,41942
Mount Pleasant Road Nunawading Primary School,Nunawading,VIC,3131,Primary,Gov,44850
Mount Pritchard East Public School,Mount Pritchard,NSW,2170,Primary,Gov,41461
Mount Pritchard Public School,Mount Pritchard,NSW,2170,Primary,Gov,41404
Mount Ridley P-12 College,Craigieburn,VIC,3064,Combined,Gov,45585
Mount Riverview Public School,Mount Riverview,NSW,2774,Primary,Gov,41737
Mount Rogers Primary School,Melba,ACT,2615,Primary,Gov,49904
Mount Rowan Secondary College,Wendouree,VIC,3355,Secondary,Gov,45565
Mount Rowan Secondary College-LinkUp - Ballarat Learning Exchange Campus,Ballarat,VIC,3350,Secondary,Gov,52174
Mount Samson State School,Mount Samson,QLD,4520,Primary,Gov,46668
Mount Scopus Memorial College,Burwood,VIC,3125,Combined,Non-Gov,46208
Mount Scopus Memorial College - Fink Karp Ivany Campus,Caulfield South,VIC,3162,Combined,Non-Gov,40865
Mount Scopus Memorial College - Gandel Besen House Campus,St Kilda East,VIC,3183,Combined,Non-Gov,46209
Mount Sinai College,Maroubra,NSW,2035,Primary,Non-Gov,43705
Mount St Benedict College,Pennant Hills,NSW,2120,Secondary,Non-Gov,43660
Mount St Bernard College,Herberton,QLD,4887,Secondary,Non-Gov,47918
Mount St John Primary School,Dorrigo,NSW,2453,Primary,Non-Gov,43514
Mount St Joseph Girls' College,Altona,VIC,3018,Secondary,Non-Gov,45964
Mount St Joseph Milperra,Milperra,NSW,2214,Secondary,Non-Gov,43661
Mount St Patrick College,Murwillumbah,NSW,2484,Secondary,Non-Gov,43541
Mount St Patrick Primary School,Murwillumbah,NSW,2484,Primary,Non-Gov,43526
Mount St Thomas Public School,Wollongong,NSW,2500,Primary,Gov,42846
Mount Stromlo High School,Waramanga,ACT,2611,Secondary,Gov,49949
Mount Stuart Primary School,Mount Stuart,TAS,7000,Primary,Gov,40104
Mount Surprise State School,Mount Surprise,QLD,4871,Primary,Gov,47174
Mount Sylvia State School,Mount Sylvia,QLD,4343,Primary,Gov,46720
Mount Tarampa State School,Mount Tarampa,QLD,4311,Primary,Gov,47020
Mount Tarcoola Primary School,Geraldton,WA,6530,Primary,Gov,48632
Mount Terry Public School,Albion Park,NSW,2527,Primary,Gov,42890
Mount Torrens Christian School,Mount Torrens,SA,5244,Combined,Non-Gov,52256
Mount Tyson State School,Mount Tyson,QLD,4356,Primary,Gov,47000
Mount Victoria Public School,Mount Victoria,NSW,2786,Primary,Gov,41651
Mount View High School,Cessnock West,NSW,2325,Secondary,Gov,42132
Mount View Primary School,Glen Waverley,VIC,3150,Primary,Gov,44912
Mount View Primary School-Mount View Deaf Facility,Glen Waverley,VIC,3150,Primary,Gov,52138
Mount Warren Park State School,Mount Warren Park,QLD,4207,Primary,Gov,47321
Mount Warrigal Public School,Warilla,NSW,2528,Primary,Gov,42874
Mount Waverley Heights Primary School,Mount Waverley,VIC,3149,Primary,Gov,44863
Mount Waverley North Primary School,Mount Waverley,VIC,3149,Primary,Gov,45220
Mount Waverley Primary School,Mount Waverley,VIC,3149,Primary,Gov,44601
Mount Waverley Secondary College,Mount Waverley,VIC,3149,Secondary,Gov,45434
Mount Waverley Secondary College-Junior Campus,Mount Waverley,VIC,3149,Secondary,Gov,45435
Mount Whitestone State School,Mount Whitestone,QLD,4347,Primary,Gov,46744
Mountain Creek State High School,Mountain Creek,QLD,4557,Secondary,Gov,47567
Mountain Creek State School,Mountain Creek,QLD,4557,Primary,Gov,47406
Mountain Gate Primary School,Ferntree Gully,VIC,3156,Primary,Gov,44901
Mountain Heights School,Queenstown,TAS,7467,Combined,Gov,40249
Mountain View Adventist College,Doonside,NSW,2767,Combined,Non-Gov,43897
Mountains Christian College,Blackheath,NSW,2785,Combined,Non-Gov,43970
Moura State High School,Moura,QLD,4718,Secondary,Gov,47517
Moura State School,Moura,QLD,4718,Primary,Gov,46950
Mourilyan State School,Mourilyan,QLD,4858,Primary,Gov,46964
Movelle Primary School,Kings Park,VIC,3021,Primary,Gov,45041
Mowbray Heights Primary School,Mowbray,TAS,7248,Primary,Gov,40093
Mowbray Public School,Lane Cove,NSW,2066,Primary,Gov,41271
Moyhu Primary School,Moyhu,VIC,3732,Primary,Gov,44255
Moyston Primary School,Moyston,VIC,3377,Primary,Gov,44239
Mt Carmel School,Yass,NSW,2582,Primary,Non-Gov,43149
Mt Hira College,Keysborough,VIC,3173,Combined,Non-Gov,46359
Mt Maria College,Mitchelton,QLD,4053,Secondary,Non-Gov,40388
Mt Maria College - Petrie,Petrie,QLD,4502,Secondary,Non-Gov,47671
Mt St Michael's College,Ashgrove,QLD,4060,Combined,Non-Gov,47873
Mudgee High School,Mudgee,NSW,2850,Secondary,Gov,43100
Mudgee Public School,Mudgee,NSW,2850,Primary,Gov,43013
Mudgeeraba Creek State School,Mudgeeraba,QLD,4213,Primary,Gov,46519
Mudgeeraba Special School,Mudgeeraba,QLD,4213,Special,Gov,47608
Mudgeeraba State School,Mudgeeraba,QLD,4213,Primary,Gov,46837
Mueller College,Rothwell,QLD,4022,Combined,Non-Gov,48061
Muhammadiyah Australia College,Melton,VIC,3337,Combined,Non-Gov,53089
Muirden Senior College,Adelaide,SA,5000,Secondary,Non-Gov,40356
Muirfield High School,North Rocks,NSW,2151,Secondary,Gov,41346
Mukinbudin District High School,Mukinbudin,WA,6479,Combined,Gov,48186
Mulbring Public School,Mulbring,NSW,2323,Primary,Gov,41943
Mulga Bore School,Ti Tree,NT,872,Combined,Gov,50475
Mulga Street Primary School,Mount Gambier,SA,5290,Primary,Gov,49661
Mulgildie State School,Mulgildie,QLD,4630,Primary,Gov,47135
Mulgoa Public School,Mulgoa,NSW,2745,Primary,Gov,41652
Mulgrave Primary School,Mulgrave,VIC,3170,Primary,Gov,44433
Mullaley Public School,Mullaley,NSW,2379,Primary,Gov,42457
Mullaloo Beach Primary School,Mullaloo,WA,6027,Primary,Gov,48682
Mullaloo Heights Primary School,Mullaloo,WA,6027,Primary,Gov,48637
Mullauna Secondary College,Mitcham,VIC,3132,Secondary,Gov,45519
Mullaway Public School,Mullaway,NSW,2456,Primary,Gov,42358
Mullewa District High School,Mullewa,WA,6630,Combined,Gov,48187
Mullion Creek Public School,Mullion Creek,NSW,2800,Primary,Gov,43014
Mullum Primary School,Ringwood,VIC,3134,Primary,Gov,44890
Mullumbimby High School,Mullumbimby,NSW,2482,Secondary,Gov,42382
Mullumbimby Public School,Mullumbimby,NSW,2482,Primary,Gov,42261
Muludja Remote Community School,Fitzroy Crossing,WA,6765,Primary,Gov,48716
Mulwala Public School,Mulwala,NSW,2647,Primary,Gov,42608
Mulwaree High School,Goulburn,NSW,2580,Secondary,Gov,42923
Mulyan Public School,Cowra,NSW,2794,Primary,Gov,43088
Mumbil Public School,Mumbil,NSW,2820,Primary,Gov,43016
Mumbulla School for Rudolf Steiner Education,Bega,NSW,2550,Primary,Non-Gov,43817
Mummulgum Public School,Mummulgum,NSW,2469,Primary,Gov,42262
Mundaring Christian College,Mundaring,WA,6073,Primary,Non-Gov,49087
Mundaring Christian College - Parkerville Campus,Parkerville,WA,6081,Secondary,Non-Gov,52267
Mundaring Primary School,Mundaring,WA,6073,Primary,Gov,48463
Mundijong Primary School,Mundijong,WA,6123,Primary,Gov,48464
Mundingburra State School,Mundingburra,QLD,4812,Primary,Gov,46699
Mundoo State School,Wangan,QLD,4871,Primary,Gov,46867
Mundubbera State College,Mundubbera,QLD,4626,Combined,Gov,47136
Mundulla Primary School,Mundulla,SA,5270,Primary,Gov,49250
Mungalla Silver Lining School,Mutarnee,QLD,4816,Secondary,Non-Gov,40949
Mungalla Silver Lining School - Carins Temporary Facility,Cairns,QLD,4870,Secondary,Non-Gov,53486
Mungallala State School,Mungallala,QLD,4467,Primary,Gov,46751
Mungar State School,Mungar,QLD,4650,Primary,Gov,46564
Mungindi Central School,Mungindi,NSW,2406,Combined,Gov,42458
Munglinup Primary School,Munglinup,WA,6450,Primary,Gov,48465
Munno Para Primary School,Munno Para,SA,5115,Primary,Gov,49652
Murarrie State School,Murarrie,QLD,4172,Primary,Gov,47148
Murchison Primary School,Murchison,VIC,3610,Primary,Gov,44209
Murgon State High School,Murgon,QLD,4605,Secondary,Gov,47446
Murgon State School,Murgon,QLD,4605,Primary,Gov,46924
Murphy's Creek State School,Murphys Creek,QLD,4352,Primary,Gov,46459
Murputja Anangu School,Alice Springs,SA,872,Combined,Gov,49681
Murrabit Group School,Murrabit,VIC,3579,Primary,Gov,44661
Murray Bridge High School,Murray Bridge,SA,5253,Secondary,Gov,49468
Murray Bridge North School,Murray Bridge,SA,5253,Primary,Gov,49251
Murray Bridge South Primary School,Murray Bridge,SA,5253,Primary,Gov,49532
Murray Bridge Special School,Murray Bridge,SA,5253,Special,Gov,49156
Murray Downs School,Ali Curung,NT,872,Combined,Gov,50106
Murray Farm Public School,Carlingford,NSW,2118,Primary,Gov,41298
Murray High School,Lavington,NSW,2641,Secondary,Gov,42714
Murray River Upper State School,Murray Upper,QLD,4854,Primary,Gov,46998
Murray's Bridge State School,Murrays Bridge,QLD,4370,Primary,Gov,47053
Murrayville Community College,Murrayville,VIC,3512,Combined,Gov,45223
Murringo Public School,Murringo,NSW,2586,Primary,Gov,42610
Murrum Primary School,Weir Views,VIC,3338,Primary,Gov,53526
Murrumba State Secondary College,Murrumba Downs,QLD,4503,Secondary,Gov,50481
Murrumbateman Public School,Murrumbateman,NSW,2582,Primary,Gov,53172
Murrumbeena Primary School,Murrumbeena,VIC,3163,Primary,Gov,44604
Murrumburrah High School,Harden,NSW,2587,Secondary,Gov,42703
Murrumburrah Public School,Murrumburrah,NSW,2587,Primary,Gov,42611
Murrupurtiyanuwu Catholic Primary School,Wurrumiyanga,NT,822,Primary,Non-Gov,50143
Murrurundi Public School,Murrurundi,NSW,2338,Primary,Gov,41944
Murtoa College,Murtoa,VIC,3390,Combined,Gov,44306
Murwillumbah East Public School,Murwillumbah,NSW,2484,Primary,Gov,42336
Murwillumbah High School,Murwillumbah,NSW,2484,Secondary,Gov,42376
Murwillumbah Public School,Murwillumbah,NSW,2484,Primary,Gov,42263
Musgrave Hill State School,Southport,QLD,4215,Primary,Gov,47225
Music Industry College,Fortitude Valley,QLD,4006,Secondary,Non-Gov,40842
Muslim Girls Grammar School,Granville,NSW,2142,Secondary,Non-Gov,52944
Muswellbrook High School,Muswellbrook,NSW,2333,Secondary,Gov,42093
Muswellbrook Public School,Muswellbrook,NSW,2333,Primary,Gov,41945
Muswellbrook South Public School,Muswellbrook,NSW,2333,Primary,Gov,41996
Mutarnee State School,Mutarnee,QLD,4816,Primary,Gov,47104
Mutchilba State School,Mutchilba,QLD,4872,Primary,Gov,46980
Mutdapilly State School,Mutdapilly,QLD,4307,Primary,Gov,46513
Mutitjulu School,Mutitjulu,NT,872,Combined,Gov,50107
Muttaburra State School,Muttaburra,QLD,4732,Primary,Gov,46622
Muyan Primary School,Wallan,VIC,3756,Primary,Gov,53522
My College,Dallas,VIC,3047,Combined,Non-Gov,52993
My Dream Australian Academy,Auburn,NSW,2144,Combined,Non-Gov,53162
My Independent School,Beerwah,QLD,4519,Secondary,Non-Gov,52497
Mylor Primary School,Mylor,SA,5153,Primary,Gov,49252
Mypolonga Primary School,Mypolonga,SA,5254,Primary,Gov,49253
Myponga Primary School,Myponga,SA,5202,Primary,Gov,49254
Myrniong Primary School,Myrniong,VIC,3341,Primary,Gov,44095
Myrrhee Primary School,Myrrhee,VIC,3732,Primary,Gov,44496
Myrtleford P-12 College,Myrtleford,VIC,3736,Combined,Gov,40584
Nabiac Public School,Nabiac,NSW,2312,Primary,Gov,42264
Nagambie Primary School,Nagambie,VIC,3608,Primary,Gov,44200
Nagle Catholic College,Geraldton,WA,6530,Secondary,Non-Gov,48894
Nagle College,Bairnsdale,VIC,3875,Secondary,Non-Gov,45933
Nagle College,Blacktown,NSW,2148,Secondary,Non-Gov,43225
Nagoorin State School,Boyne Valley,QLD,4680,Primary,Gov,47156
Nailsworth Primary School,Nailsworth,SA,5083,Primary,Gov,49255
Nairne School - Preschool and Primary,Nairne,SA,5252,Primary,Gov,49256
Nakara Primary School,Nakara,NT,810,Primary,Gov,50039
Namadgi School,Kambah,ACT,2902,Combined,Gov,50244
Nambour Christian College,Woombye,QLD,4559,Combined,Non-Gov,48107
Nambour Special School,Burnside,QLD,4560,Special,Gov,47603
Nambour State College,Nambour,QLD,4560,Combined,Gov,47429
Nambour State College - Junior School,Nambour,QLD,4560,Primary,Gov,46660
Nambrok Denison Primary School,Nambrok,VIC,3847,Primary,Gov,45196
Nambucca Heads High School,Nambucca Heads,NSW,2448,Secondary,Gov,42407
Nambucca Heads Public School,Nambucca Heads,NSW,2448,Primary,Gov,42265
Nambucca Valley Christian Community School,Nambucca Heads,NSW,2448,Combined,Non-Gov,43744
Namoi Valley Christian School,Wee Waa,NSW,2388,Combined,Non-Gov,43799
Namoi Valley Christian School Secondary Campus,Wee Waa,NSW,2388,Secondary,Non-Gov,53278
Nana Glen Public School,Nana Glen,NSW,2450,Primary,Gov,42266
Nanango State High School,Nanango,QLD,4615,Secondary,Gov,47536
Nanango State School,Nanango,QLD,4615,Primary,Gov,46460
Nangamay Public School,Glenmore Park,NSW,2745,Primary,Gov,53155
Nangiloc Colignan and District Primary School,Nangiloc,VIC,3494,Primary,Gov,45202
Nangus Public School,Nangus,NSW,2722,Primary,Gov,42612
Nangwarry Primary School,Nangwarry,SA,5277,Primary,Gov,49371
Nanneella Estate Primary School,Nanneella,VIC,3561,Primary,Gov,44644
Nannup District High School,Nannup,WA,6275,Combined,Gov,48188
Napoleons Primary School,Napoleons,VIC,3352,Primary,Gov,44191
Napperby Primary School,Napperby,SA,5540,Primary,Gov,49257
Nar Nar Goon Primary School,Nar Nar Goon,VIC,3812,Primary,Gov,44444
Naracoorte High School,Naracoorte,SA,5271,Secondary,Gov,49469
Naracoorte Primary School,Naracoorte,SA,5271,Primary,Gov,49258
Naracoorte South Primary School,Naracoorte,SA,5271,Primary,Gov,49524
Naradhan Public School,Naradhan,NSW,2669,Primary,Gov,42613
Naranga School,Frankston,VIC,3199,Special,Gov,45006
Narangba State School,Narangba,QLD,4504,Primary,Gov,47062
Narangba Valley State High School,Narangba,QLD,4504,Secondary,Gov,46705
Narangba Valley State School,Narangba,QLD,4504,Primary,Gov,47242
Narara Public School,Lisarow,NSW,2250,Primary,Gov,41946
Narara Valley High School,Narara,NSW,2250,Secondary,Gov,42134
Narbethong State Special School,Woolloongabba,QLD,4102,Special,Gov,47621
Nareena Hills Public School,Figtree,NSW,2525,Primary,Gov,42886
Narellan Public School,Narellan,NSW,2567,Primary,Gov,41405
Narellan Vale Public School,Narellan Vale,NSW,2567,Primary,Gov,41519
Narembeen District High School,Narembeen,WA,6369,Combined,Gov,48189
Naremburn School,Naremburn,NSW,2065,Special,Gov,41310
Narooma High School,Narooma,NSW,2546,Secondary,Gov,42931
Narooma Public School,Narooma,NSW,2546,Primary,Gov,42796
Narrabeen Lakes Public School,Narrabeen,NSW,2101,Primary,Gov,41228
Narrabeen North Public School,North Narrabeen,NSW,2101,Primary,Gov,41259
Narrabeen Sports High School,North Narrabeen,NSW,2101,Secondary,Gov,41348
Narrabri High School,Narrabri,NSW,2390,Secondary,Gov,42519
Narrabri Public School,Narrabri,NSW,2390,Primary,Gov,42459
Narrabri West Public School,Narrabri,NSW,2390,Primary,Gov,42460
Narrabundah College,Narrabundah,ACT,2604,Secondary,Gov,40322
Narrabundah Early Childhood School,Narrabundah,ACT,2604,Primary,Gov,40327
Narracan Primary School,Narracan,VIC,3824,Primary,Gov,44452
Narrandera East Infants School,Narrandera,NSW,2700,Primary,Gov,40559
Narrandera High School,Narrandera,NSW,2700,Secondary,Gov,42696
Narrandera Public School,Narrandera,NSW,2700,Primary,Gov,42614
Narranga Public School,Coffs Harbour,NSW,2450,Primary,Gov,42342
Narrarrang Primary School,Port Melbourne,VIC,3207,Primary,Gov,53523
Narraweena Public School,Narraweena,NSW,2099,Primary,Gov,41252
Narrawong District Primary School,Narrawong,VIC,3285,Primary,Gov,45188
Narre Warren North Primary School,Narre Warren North,VIC,3804,Primary,Gov,44373
Narre Warren South P-12 College,Narre Warren South,VIC,3805,Combined,Gov,45573
Narrogin Primary School,Narrogin,WA,6312,Primary,Gov,48466
Narrogin Senior High School,Narrogin,WA,6312,Secondary,Gov,48145
Narromine Christian School,Narromine,NSW,2821,Primary,Non-Gov,43748
Narromine High School,Narromine,NSW,2821,Secondary,Gov,43118
Narromine Public School,Narromine,NSW,2821,Primary,Gov,43017
Narwee Public School,Narwee,NSW,2209,Primary,Gov,41436
Nashdale Public School,Nashdale,NSW,2800,Primary,Gov,43018
Nashville State School,Brighton,QLD,4017,Primary,Gov,46734
Nathalia Primary School,Nathalia,VIC,3638,Primary,Gov,44408
Nathalia Secondary College,Nathalia,VIC,3638,Secondary,Gov,45438
Natimuk Primary School,Natimuk,VIC,3409,Primary,Gov,44305
Natone Primary School,Natone,TAS,7321,Primary,Gov,40209
Natte Yallock Primary School,Natte Yallock,VIC,3465,Primary,Gov,44256
Nautilus Senior College,Port Macquarie,NSW,2444,Special,Non-Gov,52436
Yulinbal,Taree,NSW,2430,Special,Non-Gov,53108
Navarre Primary School,Navarre,VIC,3384,Primary,Gov,44253
Navigator College,Port Lincoln,SA,5606,Combined,Non-Gov,49848
Nawarddeken Academy Kabulwarnamyo School,West Arnhem Land,NT,822,Combined,Non-Gov,52747
Nawarddeken Academy Kunmayali School,West Arnhem Land,NT,822,Secondary,Non-Gov,53492
Nawarddeken Academy Mamadawerre School,West Arnhem Land,NT,886,Combined,Non-Gov,53057
Nawarddeken Academy Manmoyi School,West Arnhem Land,NT,886,Combined,Non-Gov,53058
Nazareth Catholic College - Flinders Park Campus,Flinders Park,SA,5025,Secondary,Non-Gov,40960
Nazareth Catholic College - Findon Campus,Findon,SA,5023,Primary,Non-Gov,49748
Nazareth Catholic College - Kidman Park Campus,Kidman Park,SA,5025,Secondary,Non-Gov,53213
Nazareth Catholic College - St Gabriel Centre Campus,Underdale,SA,5032,Secondary,Non-Gov,53018
Nazareth Catholic Primary School,Shellharbour City,NSW,2529,Primary,Non-Gov,43359
Nazareth College,Noble Park North,VIC,3174,Secondary,Non-Gov,46079
Nazareth School,Grovedale,VIC,3216,Primary,Non-Gov,46037
Nearnung Primary School,Tarneit,VIC,3029,Primary,Gov,53182
Nebo State School,Nebo,QLD,4742,Primary,Gov,46542
Nedlands Primary School,Nedlands,WA,6009,Primary,Gov,48468
Neerigen Brook Primary School,Armadale,WA,6112,Primary,Gov,48564
Neerim District Rural Primary School,Nayook,VIC,3832,Primary,Gov,45195
Neerim District Secondary College,Neerim South,VIC,3831,Secondary,Gov,45439
Neerim South Primary School,Neerim South,VIC,3831,Primary,Gov,44465
Nelson Park School,Bell Park,VIC,3215,Special,Gov,44835
Nelson Park School-Illinois Avenue Annexe,Corio,VIC,3214,Special,Gov,52158
Nemarluk School,Alawa,NT,810,Special,Gov,50070
Nemingha Public School,Nemingha,NSW,2340,Primary,Gov,42461
Nepean Christian School,Mulgoa,NSW,2745,Combined,Non-Gov,43894
Nepean Creative and Performing Arts High School,Emu Plains,NSW,2750,Secondary,Gov,41816
Nepean School,Seaford,VIC,3198,Special,Gov,44735
Nerang State High School,Nerang,QLD,4211,Secondary,Gov,47548
Nerang State School,Nerang,QLD,4211,Primary,Gov,46565
Neutral Bay Public School,Neutral Bay,NSW,2089,Primary,Gov,41229
Neutral Junction School,Barrow Creek,NT,872,Combined,Gov,50108
Neville Bonner Primary School,Bonner,ACT,2914,Primary,Gov,50556
Neville Public School,Neville,NSW,2799,Primary,Gov,43019
New England Girls' School,Armidale,NSW,2350,Combined,Non-Gov,43880
New Farm State School,New Farm,QLD,4005,Primary,Gov,46955
New Gisborne Primary School,New Gisborne,VIC,3438,Primary,Gov,44091
New Hope Christian School,Dural,NSW,2158,Special,Non-Gov,51459
New Lambton Heights Infants School,New Lambton Heights,NSW,2305,Primary,Gov,40532
New Lambton Public School,New Lambton,NSW,2305,Primary,Gov,41949
New Lambton South Public School,New Lambton,NSW,2305,Primary,Gov,41993
New Madinah College,Young,NSW,2594,Combined,Non-Gov,52512
New Norfolk High School,New Norfolk,TAS,7140,Secondary,Gov,40063
New Norfolk Primary School,New Norfolk,TAS,7140,Primary,Gov,40224
New Town Primary School,New Town,TAS,7008,Primary,Gov,40112
Newbery Park Primary School,Millicent,SA,5280,Primary,Gov,49543
Newborough East Primary School,Newborough,VIC,3825,Primary,Gov,44780
Newborough Primary School,Newborough,VIC,3825,Primary,Gov,44771
Newborough Primary School,Karrinyup,WA,6018,Primary,Gov,48504
Newbridge Heights Public School,Moorebank,NSW,2170,Primary,Gov,41497
Newbury Primary School,Craigieburn,VIC,3064,Primary,Gov,52479
Newcastle East Public School,Newcastle,NSW,2300,Primary,Gov,41948
Newcastle Grammar School,The Hill,NSW,2300,Combined,Non-Gov,43855
Newcastle Grammar Bolton Street Campus,Newcastle,NSW,2300,Secondary,Non-Gov,53040
Newcastle Grammar Park School Campus,Cooks Hill,NSW,2300,Primary,Non-Gov,40907
Newcastle High School,Hamilton,NSW,2303,Secondary,Gov,42123
Newcastle Junior School,Hillsborough,NSW,2290,Special,Gov,42080
Newcastle Middle School,Waratah,NSW,2298,Special,Gov,42079
Newcastle Senior School,Waratah,NSW,2298,Special,Gov,42074
Newcastle Waldorf School,Glendale,NSW,2285,Combined,Non-Gov,43716
Newcastle Waters School,Newcastle Waters,NT,862,Combined,Gov,50109
Newcomb Primary School,Newcomb,VIC,3219,Primary,Gov,45237
Newcomb Secondary College,Newcomb,VIC,3219,Secondary,Gov,45440
Newcomb Secondary College-Victorian Sailing Water Safety School,Geelong,VIC,3220,Secondary,Gov,52163
Newdegate Primary School,Newdegate,WA,6355,Primary,Gov,48469
Newham Primary School,Newham,VIC,3442,Primary,Gov,44379
Newhaven College,Rhyll,VIC,3923,Combined,Non-Gov,46260
Newhaven Primary School,Newhaven,VIC,3925,Primary,Gov,44550
Newington College,Stanmore,NSW,2048,Secondary,Non-Gov,43877
Newington College - Eungai Creek Campus,Eungai Creek,NSW,2441,Secondary,Non-Gov,53422
Newington College - Lindfield Preparatory School,Lindfield,NSW,2070,Primary,Non-Gov,43850
Newington College - Wyvern House Preparatory School,Stanmore,NSW,2048,Primary,Non-Gov,43984
Newington Primary School,Ballarat,VIC,3350,Primary,Gov,44418
Newington Public School,Newington,NSW,2127,Primary,Gov,41522
Newlands Primary School,Preston,VIC,3072,Primary,Gov,44770
Newling Public School,Armidale,NSW,2350,Primary,Gov,42506
Newlyn Primary School,Newlyn,VIC,3364,Primary,Gov,44089
Newman Catholic College,Smithfield,QLD,4878,Secondary,Non-Gov,52841
Newman College,Churchlands,WA,6018,Combined,Non-Gov,48971
Newman Primary School,Newman,WA,6753,Primary,Gov,48557
Newman Senior High School,Newman,WA,6753,Secondary,Gov,48209
Newman Senior Technical College,Port Macquarie,NSW,2444,Secondary,Non-Gov,40792
Newmark Primary,Williamstown,VIC,3016,Primary,Non-Gov,52298
Newmarket State School,Newmarket,QLD,4051,Primary,Gov,46574
Newmerella Primary School,Newmerella,VIC,3886,Primary,Gov,44530
Newport Gardens Primary School,Newport,VIC,3015,Primary,Gov,50217
Newport Lakes Primary School,Newport,VIC,3015,Primary,Gov,44044
Newport Public School,Newport,NSW,2106,Primary,Gov,41230
Newrybar Public School,Newrybar,NSW,2479,Primary,Gov,42267
Newstead Christian School,Newstead,TAS,7250,Combined,Non-Gov,40244
Newstead College,Newstead,TAS,7250,Secondary,Gov,50400
Newstead Primary School,Newstead,VIC,3462,Primary,Gov,44088
Newton Moore Education Support Centre,Bunbury,WA,6230,Special,Gov,48838
Newton Moore Senior High School,South Bunbury,WA,6230,Secondary,Gov,48146
Newton Primary School,Spearwood,WA,6163,Primary,Gov,48657
Newtown High School of Performing Arts,Newtown,NSW,2042,Secondary,Gov,41180
Newtown North Public School,Newtown,NSW,2042,Primary,Gov,41040
Newtown Primary School,Newtown,VIC,3220,Primary,Gov,44371
Newtown Public School,Newtown,NSW,2042,Primary,Gov,41142
Newtown State School,Newtown,QLD,4350,Primary,Gov,47071
NextSense School - Blind Deafblind Program,Macquarie Park,NSW,2113,Special,Non-Gov,43776
NextSense School - Sign Bilingual Program,Macquarie Park,NSW,2113,Special,Non-Gov,44004
NextSense School - Spoken Language Program,Macquarie Park,NSW,2113,Special,Non-Gov,43955
Ngaanyatjarra Lands School,Ngaanyatjarra-Giles,WA,872,Combined,Gov,40261
Ngaanyatjarra Lands School - Blackstone Campus,Ngaanyatjarra-Giles,WA,872,Combined,Gov,50234
Ngaanyatjarra Lands School - Jameson Campus,Ngaanyatjarra-Giles,WA,872,Combined,Gov,50235
Ngaanyatjarra Lands School - Kiwirrkurra Campus,Kiwirrkurra,WA,872,Combined,Gov,50237
Ngaanyatjarra Lands School - Tjukurla Campus,Ngaanyatjarra-Giles,WA,872,Combined,Gov,50238
Ngaanyatjarra Lands School - Wanarn Campus,Ngaanyatjarra-Giles,WA,872,Combined,Gov,50239
Ngaanyatjarra Lands School - Warburton Campus,Warburton,WA,6431,Combined,Gov,50231
Ngaanyatjarra Lands School - Wingellina Campus,Ngaanyatjarra-Giles,WA,872,Combined,Gov,50233
Ngalangangpum School,Kununurra,WA,6743,Combined,Non-Gov,48975
Ngalapita Remote Community School,Fitzroy Crossing,WA,6765,Combined,Gov,48765
Nganambala School,Peppimenarti,NT,822,Combined,Gov,50362
Nganboo Borron School,Werribee,VIC,3030,Special,Gov,53307
Nganmarriyanga School,Nganmarriyanga,NT,822,Combined,Gov,50110
Ngarala Public School,Epping,NSW,2121,Primary,Gov,53170
Ngarra Christian College,Riverstone,NSW,2765,Special,Non-Gov,53197
Ngarri Primary School,Manor Lakes,VIC,3024,Primary,Gov,53177
Ngaruki Gulgul,Kariong,NSW,2250,Special,Non-Gov,50710
Ngayuk College,Kalkallo,VIC,3064,Secondary,Gov,53539
Ngukurr School,Ngukurr,NT,852,Combined,Gov,50063
Ngunnawal Primary School,Ngunnawal,ACT,2913,Primary,Gov,49905
Ngurraga School,Werribee South,VIC,3030,Special,Gov,53536
Ngutu College,Woodville North,SA,5012,Combined,Non-Gov,52938
Nhill College,Nhill,VIC,3418,Combined,Gov,45569
Nhulunbuy Christian College,Nhulunbuy,NT,881,Combined,Non-Gov,50159
Nhulunbuy High School,Nhulunbuy,NT,880,Secondary,Gov,50002
Nhulunbuy Primary School,Nhulunbuy,NT,880,Primary,Gov,50040
Niagara Park Public School,Niagara Park,NSW,2250,Primary,Gov,42047
Niangala Public School,Niangala,NSW,2354,Primary,Gov,42462
Nichols Point Primary School,Nichols Point,VIC,3501,Primary,Gov,44568
Nicholson Primary School,Nicholson,VIC,3882,Primary,Gov,44348
Nicholson Street Public School,Balmain East,NSW,2041,Primary,Gov,41041
Nicolson Avenue Primary School,Whyalla Norrie,SA,5608,Primary,Gov,49401
Niddrie Autistic School,Niddrie,VIC,3042,Special,Gov,52937
Niddrie Primary School,Niddrie,VIC,3042,Primary,Gov,45206
Nightcliff High School,Nightcliff,NT,810,Secondary,Gov,50003
